nome_territorio,dominio_orcrim,geometria
LADEIRA DOS TABAJARAS,CV,"POLYGON((-43.192 -22.963088, -43.1915279999999 -22.963335, -43.1914477 -22.9636996999999, -43.1911473 -22.9640552999999, -43.1885723999999 -22.9654778, -43.1881647 -22.9654087, -43.1879929999999 -22.9655271999999, -43.1875638999999 -22.9654482, -43.1877034 -22.9652308999999, -43.1876712 -22.9650234, -43.1876068 -22.9647863, -43.1877355 -22.9645492999999, -43.1879393999999 -22.9643813, -43.1878857 -22.9642233, -43.1879072 -22.9640059, -43.1881324999999 -22.963917, -43.1884006999999 -22.9640454, -43.1885723999999 -22.9641738999999, -43.188905 -22.9641047, -43.1893234 -22.9638578, -43.1897203999999 -22.9636207, -43.1897954999999 -22.9634429, -43.1896452999999 -22.9632255, -43.1894629 -22.9634230999999, -43.1892804999999 -22.963186, -43.1894306999999 -22.9629588, -43.1893019999999 -22.9628006999999, -43.1890552 -22.96286, -43.1889479 -22.9626822, -43.1888513 -22.9625043999999, -43.1885295 -22.9624747, -43.1882505 -22.962455, -43.1880252 -22.9623364, -43.1876712 -22.9623068, -43.1875638999999 -22.9621289999999, -43.1876389999999 -22.9618128999999, -43.1876389999999 -22.9616152999999, -43.1879501 -22.9615363, -43.1883470999999 -22.9614968, -43.1888728 -22.9616252, -43.1892376 -22.9616647, -43.1894950999999 -22.9618326, -43.1897848 -22.9617337999999, -43.1904392 -22.9619511999999, -43.1906216 -22.9618523999999, -43.1906645 -22.9615461, -43.1904607 -22.9614869, -43.1904929 -22.9617239999999, -43.1903427 -22.961803, -43.1900744 -22.9616943, -43.1903963 -22.9610522, -43.1908898 -22.9612102999999, -43.1907396 -22.9606274, -43.1906751999999 -22.9602421, -43.1908147 -22.9600841, -43.1913297 -22.9602816999999, -43.1918125 -22.9596, -43.1911259 -22.9593333, -43.1912975 -22.9588590999999, -43.1924455 -22.9593333, -43.192585 -22.9596592999999, -43.1925421 -22.9600841, -43.1924132999999 -22.9602816999999, -43.1919412999999 -22.9607558, -43.1921450999999 -22.9609336999999, -43.1920484999999 -22.9613090999999, -43.1916838 -22.9617832, -43.1917589 -22.9619610999999, -43.1919412999999 -22.9619610999999, -43.1921666 -22.9621389, -43.1926493999999 -22.9621289999999, -43.192 -22.963088))"
SUBIDÃO DA PEDREIRA DO COMPLEXO,CV,"POLYGON((-43.2941362 -22.8632856, -43.2936104999999 -22.8649167999999, -43.2933207999999 -22.8650453, -43.2927521999999 -22.8652231999999, -43.292205 -22.8653715, -43.2918471 -22.8654314999999, -43.2922694 -22.8625539999999, -43.2936749 -22.8622475999999, -43.2937284999999 -22.8618719, -43.2938573 -22.8615950999999, -43.2941577 -22.8615852, -43.2943079 -22.8614368999999, -43.2947048999999 -22.8615358, -43.2947048999999 -22.8617829, -43.2949280999999 -22.8619806999999, -43.2944795999999 -22.8630977999999, -43.2945439 -22.8633647, -43.2941362 -22.8632856))"
SANTA ROSA,CV,"POLYGON((-43.5975883 -22.7292006, -43.5972449999999 -22.7298933, -43.5967729 -22.7301505999999, -43.5963867 -22.7310016, -43.5957 -22.7307245, -43.5952708999999 -22.7306058, -43.5936186 -22.7302495, -43.592417 -22.7299527, -43.5922024 -22.7298537, -43.5917947 -22.7292006, -43.5914533 -22.7288581999999, -43.5898869 -22.7276310999999, -43.5898635 -22.7273006, -43.5899922999999 -22.7269047999999, -43.5903570999999 -22.7264891999999, -43.5913012 -22.7256183, -43.5922239 -22.726034, -43.5926959 -22.7263505999999, -43.5931464999999 -22.7263308, -43.5938116999999 -22.7260142, -43.5943695999999 -22.7256381, -43.5947558999999 -22.7256381, -43.5955390999999 -22.7263803, -43.5961614 -22.7270334, -43.5976097 -22.7288839, -43.5975883 -22.7292006))"
MORRINHO (COMPLEXO DA CHACRINHA),CV,"POLYGON((-43.3620564999999 -22.8867263999999, -43.3623301 -22.8869488, -43.3624589 -22.8870451, -43.3626037 -22.8871513999999, -43.3627647 -22.8873242999999, -43.3633977 -22.8869339, -43.3633546999999 -22.8879272999999, -43.3624159999999 -22.8888712, -43.3612304 -22.8900128, -43.3610158 -22.8902006, -43.3607797999999 -22.8903488999999, -43.3595245 -22.8907096, -43.3594441 -22.890339, -43.3600824 -22.8901364, -43.3607208 -22.8898892999999, -43.3609944 -22.8896619, -43.3609944 -22.8895186, -43.3606134999999 -22.8891528999999, -43.3614396 -22.8884411999999, -43.3614075 -22.8884065999999, -43.3612036 -22.8884709, -43.3605383999999 -22.888718, -43.3604043 -22.8885599, -43.3607208 -22.8883276, -43.3609354 -22.8882781999999, -43.3609622 -22.8880953, -43.3611660999999 -22.8880655999999, -43.3612464999999 -22.8879866, -43.3614717999999 -22.8879568999999, -43.3615684 -22.8878877, -43.3618688 -22.8878728999999, -43.3616703 -22.8877196999999, -43.361842 -22.8874726, -43.3613592 -22.8870476, -43.3612732999999 -22.8869486999999, -43.3609514999999 -22.8867807, -43.3620564999999 -22.8867263999999))"
CAÇÃO ITAGUAÍ,CV,"POLYGON((-43.7963243999999 -22.8704382, -43.7975468999999 -22.8706938999999, -43.8000243 -22.8711656999999, -43.804743 -22.871862, -43.803842 -22.873364, -43.8068923 -22.8763898, -43.8068605999999 -22.8771315999999, -43.806592 -22.8778139999999, -43.8059269 -22.8781051, -43.8054119999999 -22.87808, -43.8023674999999 -22.8770001, -43.8021340999999 -22.8767999999999, -43.8016861 -22.8767012, -43.801666 -22.8766271, -43.7997468999999 -22.8759698, -43.7976439999999 -22.875283, -43.7940715999999 -22.8749271, -43.7941087 -22.8714424999999, -43.7953967999999 -22.8702615999999, -43.7963243999999 -22.8704382))"
MORRO DO TERÇO,CV,"POLYGON((-43.335428 -22.853486, -43.3344299999999 -22.8545339999999, -43.3347419999999 -22.855137, -43.3353959999999 -22.8557499999999, -43.3356209999999 -22.8564719999999, -43.335407 -22.8571739999999, -43.3348379999999 -22.85752, -43.3343879999999 -22.8572129999999, -43.334087 -22.856848, -43.3337759999999 -22.856254, -43.333926 -22.855137, -43.333454 -22.85488, -43.3326279999999 -22.853911, -43.333025 -22.853041, -43.335428 -22.853486))"
LAZER CDD,CV,"POLYGON((-43.3648029999999 -22.9472888, -43.3659671 -22.9490177, -43.3653528 -22.9500598999999, -43.3637970999999 -22.9494769999999, -43.3638455999999 -22.9492766, -43.3638726 -22.9491158, -43.3638836 -22.9488731, -43.363895 -22.9486941, -43.3638319999999 -22.9485632, -43.3637421999999 -22.9483384, -43.3635772 -22.9480642, -43.3648029999999 -22.9472888))"
POMBAL,CV,"POLYGON((-43.3237629 -22.8863903, -43.3225184 -22.8854216999999, -43.3212093999999 -22.8842354999999, -43.3210377999999 -22.8831481999999, -43.3218103 -22.8829901, -43.3227757999999 -22.8841366999999, -43.323956 -22.8841762, -43.3248786999999 -22.8851251, -43.3237629 -22.8863903))"
FAVELA DO GUARANI,CV,"POLYGON((-43.3386543999999 -22.7750751999999, -43.3373293 -22.7757875, -43.3351782 -22.7749762999999, -43.3353928 -22.7755501, -43.3349206999999 -22.7755104999999, -43.3326676999999 -22.7740267, -43.3326246999999 -22.7659146, -43.3315089 -22.7642724, -43.3358648999999 -22.7651033999999, -43.3370236 -22.7651231999999, -43.3382037 -22.7657761, -43.3394054 -22.7658552999999, -43.3408645 -22.7664488999999, -43.3415941 -22.7676954, -43.3414868 -22.7686846999999, -43.3409245 -22.7682851, -43.3382895999999 -22.7693770999999, -43.3386543999999 -22.7750751999999))"
MORRO DO PALACIO,CV,"POLYGON((-43.1289068999999 -22.9071817999999, -43.1286279999999 -22.9070434999999, -43.1284133999999 -22.9068457999999, -43.1278126 -22.9067272, -43.1274048999999 -22.9063517, -43.127083 -22.9060157, -43.126611 -22.9060157, -43.1262891 -22.9057587, -43.1259671999999 -22.9056795999999, -43.1256668 -22.9056203, -43.1257098 -22.9053238999999, -43.1260531 -22.9051656999999, -43.1257955999999 -22.9045331999999, -43.1258814 -22.9040785999999, -43.1261818 -22.9039797999999, -43.1266323999999 -22.9042367, -43.1272976 -22.9043157999999, -43.127598 -22.9043157999999, -43.1276839 -22.9040588, -43.1280700999999 -22.904217, -43.1283061 -22.9044145999999, -43.128864 -22.9045331999999, -43.129379 -22.9046913, -43.1294647999999 -22.904889, -43.1294647999999 -22.9053041, -43.1295077999999 -22.9058378, -43.1295292 -22.9066283999999, -43.1292931999999 -22.9071225, -43.1289068999999 -22.9071817999999))"
FAVELA DO CAFÉ,CV,"POLYGON((-43.2316256999999 -22.8896945, -43.2322801999999 -22.8901787999999, -43.2323445 -22.8902628, -43.2318564 -22.8906087, -43.2316418 -22.8904555, -43.2313629 -22.8902330999999, -43.2312502 -22.8899762, -43.2316256999999 -22.8896945))"
COMUNIDADE DA BARREIRA,CV,"POLYGON((-43.3764952 -22.8313530999999, -43.3776056 -22.8314372, -43.3786732 -22.8319316, -43.3788125999999 -22.8322678, -43.3795206999999 -22.8339981999999, -43.3800143 -22.8347843, -43.3804863 -22.8360152999999, -43.3808458 -22.8361686, -43.3807384999999 -22.8364503999999, -43.3780723 -22.8350809, -43.3770585 -22.8346063, -43.3769940999999 -22.8344529999999, -43.3768385 -22.8344430999999, -43.3763395999999 -22.8341712, -43.3761196999999 -22.834107, -43.3764738 -22.8314619, -43.3764952 -22.8313530999999))"
ESTRADINHA,CV,"POLYGON((-43.2847958999999 -22.8514534, -43.2850941 -22.8514977, -43.2853699 -22.8514731999999, -43.2855661999999 -22.8517745, -43.2858773 -22.8518437, -43.2861776999999 -22.8520612, -43.2863783999999 -22.8518587, -43.2870789999999 -22.8518141, -43.2876873 -22.8519032, -43.2871809 -22.8521057, -43.2864835 -22.852254, -43.2862153 -22.8523875, -43.2859470999999 -22.8523380999999, -43.2851209999999 -22.8522045999999, -43.2847133 -22.8518931999999, -43.2845416 -22.8518931999999, -43.2845599 -22.8515671, -43.2846779 -22.8513940999999, -43.2847958999999 -22.8514534))"
MORRO DO FOGUETEIRO,CV,"POLYGON((-43.1962601 -22.9276128999999, -43.1962816 -22.9272177, -43.1968823999999 -22.9270299, -43.1972901 -22.9270991, -43.1975153999999 -22.9269904, -43.1980303999999 -22.9270003, -43.1980411 -22.9266049999999, -43.1977406999999 -22.926437, -43.1976440999999 -22.92619, -43.197966 -22.9255181, -43.1982970999999 -22.9253196999999, -43.1989301 -22.9252802, -43.1994343 -22.9255173, -43.1997347 -22.9254678999999, -43.2000566 -22.9256556999999, -43.2002712 -22.9257939999999, -43.2004214 -22.9256852999999, -43.2007217999999 -22.9257742999999, -43.2010865999999 -22.9256162, -43.2012046 -22.9257446, -43.2007753999999 -22.9260212999999, -43.2005394 -22.9261200999999, -43.2004214 -22.9264264, -43.2003677 -22.9266931999999, -43.2005823 -22.9267030999999, -43.200711 -22.926545, -43.2008504999999 -22.9263869, -43.2015157 -22.9263968, -43.2018161 -22.9264856999999, -43.2019556 -22.9269699, -43.2025242 -22.9269007, -43.2028031999999 -22.9268612, -43.2029211999999 -22.9273947999999, -43.2027816999999 -22.9277504999999, -43.2025242 -22.9282742, -43.2028139 -22.9282742, -43.2029534 -22.928373, -43.2024168999999 -22.9289956, -43.2015585999999 -22.9292030999999, -43.2013332999999 -22.9295883999999, -43.2010650999999 -22.9294204, -43.2006038 -22.9296082, -43.2003141 -22.9298453, -43.19996 -22.9299144999999, -43.1992734 -22.9298353999999, -43.1990481 -22.9300330999999, -43.1989301 -22.9298848999999, -43.1989622 -22.9295784999999, -43.1989086 -22.9294007, -43.1990158999999 -22.9291438, -43.1991338999999 -22.9288869, -43.1989837 -22.9286892, -43.1987048 -22.9286794, -43.1982326999999 -22.9289757999999, -43.1979322999999 -22.9289856999999, -43.1976319 -22.9290053999999, -43.1975138999999 -22.9287682999999, -43.1977284 -22.9286595999999, -43.1977391999999 -22.9285113999999, -43.1974602 -22.9284026999999, -43.1974173 -22.9281753999999, -43.1972456 -22.9280074, -43.1969880999999 -22.9280765999999, -43.1968165 -22.9281359, -43.1966785 -22.9283639, -43.1962601 -22.9276128999999))"
FAVELA CERRO CORÁ,CV,"POLYGON((-43.2082963999999 -22.9455053999999, -43.2081461999999 -22.9455844999999, -43.2078458 -22.9455548, -43.2076205 -22.9454856999999, -43.2073415 -22.9453078, -43.2070626 -22.9454165, -43.2068695 -22.945298, -43.2066333999999 -22.9452683, -43.2066548999999 -22.945051, -43.2064725 -22.9449718999999, -43.206333 -22.9451299999999, -43.2060326 -22.9449324, -43.2057429 -22.9447347999999, -43.2056570999999 -22.9444384, -43.2054424999999 -22.9444088, -43.2053567 -22.9442802999999, -43.2052709 -22.9440926, -43.2052279 -22.9438258, -43.2053567 -22.9436578999999, -43.2051958 -22.9435491999999, -43.2049061 -22.9435293999999, -43.204713 -22.9434405, -43.2046486 -22.9430947, -43.2045198 -22.9428181, -43.2042731 -22.9425808999999, -43.2040263 -22.9423437999999, -43.2037796 -22.9420770999999, -43.2036722999999 -22.9417410999999, -43.2035756999999 -22.9415139, -43.2032217 -22.9412866, -43.2026638 -22.9412273999999, -43.2025242999999 -22.9411977, -43.2026959 -22.9418398999999, -43.2026101 -22.9421067, -43.2016927999999 -22.9417855999999, -43.2015372 -22.9417460999999, -43.2014085 -22.941751, -43.2013173 -22.9415534, -43.2011993 -22.9414644999999, -43.2010222 -22.9413261999999, -43.200915 -22.941094, -43.200915 -22.9409062, -43.2009418 -22.9406839, -43.2008989 -22.940595, -43.2010705 -22.9403925, -43.2012529 -22.9403973999999, -43.2014085 -22.9405753, -43.2013441 -22.9409211, -43.2015372 -22.9409112, -43.2015587 -22.940842, -43.2016982 -22.9408567999999, -43.2017195999999 -22.9409853, -43.2019395999999 -22.9410594, -43.2019663999999 -22.9409161, -43.2021862999999 -22.9409062, -43.2021917 -22.9410741999999, -43.2023526 -22.9410988999999, -43.2025725999999 -22.9410248, -43.2029426999999 -22.9408766, -43.2033397 -22.9407530999999, -43.2036079 -22.9406741, -43.2038224999999 -22.9406147999999, -43.2040423999999 -22.9407136, -43.2044877 -22.9409507, -43.2045467 -22.9411186999999, -43.2044071999999 -22.9415632999999, -43.2044339999999 -22.9416917, -43.204713 -22.9418300999999, -43.2048685 -22.9418893, -43.2049114 -22.9418004, -43.2052709 -22.9418893, -43.2055283999999 -22.9419880999999, -43.2055123 -22.9421512, -43.2056355999999 -22.9423882999999, -43.2056196 -22.9425019, -43.2056625 -22.9425611999999, -43.2057589999999 -22.9428032, -43.2059307 -22.9429711999999, -43.2059629 -22.9431145, -43.206156 -22.9431688, -43.2062794 -22.9433021999999, -43.2064296 -22.9434405, -43.2064993 -22.9434305999999, -43.2065851 -22.9434603, -43.2065368999999 -22.9436233, -43.2064402999999 -22.9438949999999, -43.2064028 -22.9440332999999, -43.2065904999999 -22.9442802999999, -43.2066548999999 -22.9444483, -43.2067139 -22.9445914999999, -43.2068533999999 -22.9444927, -43.2069177 -22.9446359999999, -43.2068212 -22.9447989999999, -43.2070036 -22.9449423, -43.2072181 -22.9449471999999, -43.2074059 -22.9449521999999, -43.2075561 -22.9450361, -43.2076795 -22.9451794, -43.2077813999999 -22.9451596, -43.2079745 -22.9452831, -43.2081891 -22.9453670999999, -43.2082963999999 -22.9455053999999))"
BARRÃO,CV,"POLYGON((-43.4951695999999 -22.8559777999999, -43.4932388 -22.8554629, -43.4917260999999 -22.8550673999999, -43.490224 -22.8548104, -43.4904385999999 -22.8539107, -43.4910287 -22.8516071, -43.4962750999999 -22.8527045, -43.4951695999999 -22.8559777999999))"
MALVINA (VILA KENNEDY),CV,"POLYGON((-43.4819237999999 -22.8592955999999, -43.4827392 -22.8594934, -43.4835117 -22.8596712999999, -43.4876101 -22.8598493, -43.4878032 -22.8597702, -43.4884683999999 -22.8603831, -43.4879749 -22.8622811999999, -43.4877817999999 -22.8623800999999, -43.4874169999999 -22.8623208, -43.4870736999999 -22.8623208, -43.4865801 -22.8623603, -43.4861294999999 -22.8623406, -43.4852496999999 -22.8618956999999, -43.4849601 -22.8617474, -43.4846166999999 -22.8616979999999, -43.4842841999999 -22.8617078999999, -43.4839301 -22.8619055999999, -43.483458 -22.8619055999999, -43.4825354 -22.8612333, -43.4818701999999 -22.8611640999999, -43.4808616999999 -22.8609961, -43.4801965 -22.8606402, -43.47966 -22.8600865, -43.4796171 -22.8585244999999, -43.4819237999999 -22.8592955999999))"
PARQUE ELDORADO,CV,"POLYGON((-43.5886651 -22.7244595999999, -43.5881287 -22.7248357, -43.5871630999999 -22.725568, -43.5866480999999 -22.7255086, -43.5865836999999 -22.7258846, -43.5860044 -22.7258055, -43.5854679 -22.7256075, -43.584953 -22.7253107, -43.5845882 -22.7250336, -43.5838800999999 -22.7244398, -43.5835367 -22.7241627, -43.5832578 -22.7238065, -43.5827427999999 -22.7235689999999, -43.5823351 -22.7231335, -43.5819488999999 -22.7223418, -43.5806828999999 -22.7194521, -43.5814983 -22.7177697999999, -43.5817987 -22.7173144999999, -43.5829113999999 -22.7182347, -43.5837513 -22.7185021, -43.5843735999999 -22.7185218999999, -43.5850172999999 -22.7192145999999, -43.5860258 -22.7199272, -43.5873746 -22.7206295999999, -43.5878068 -22.7212335, -43.5893732 -22.7235689999999, -43.5886651 -22.7244595999999))"
CONDOMINIO ULYSSES GUIMARAES,CV,"POLYGON((-43.5651978 -22.6960247, -43.5650691 -22.6960445, -43.5648009 -22.6959454999999, -43.5645541 -22.6958465, -43.5644682999999 -22.6956585, -43.5644468 -22.6954901999999, -43.5644682999999 -22.6952229, -43.5644682999999 -22.6949458, -43.5645969999999 -22.6935897, -43.5644789999999 -22.6935402, -43.5644897 -22.6931938, -43.5647471999999 -22.6931542, -43.5648653 -22.6928374999999, -43.5652729 -22.6929067999999, -43.5653695 -22.6928672, -43.5654552999999 -22.6926592999999, -43.56523 -22.6926296, -43.5651870999999 -22.6921841999999, -43.5645273 -22.6921644, -43.5645595 -22.6914715, -43.5649028 -22.6915456999999, -43.5657449999999 -22.6920011, -43.5658845 -22.6921692999999, -43.5660937 -22.6925158, -43.5663726999999 -22.6929759999999, -43.5666892 -22.6934709999999, -43.5651978 -22.6960247))"
MORRO DA QUIRIRIM (COMPLEXO DA CHACRINHA),CV,"POLYGON((-43.3572450999999 -22.8886348, -43.3565745 -22.8889356, -43.3556465 -22.8874734, -43.3553138999999 -22.8869397, -43.3555607 -22.8867519, -43.3557163 -22.8869594, -43.3559147 -22.8868308999999, -43.3560757 -22.8868062, -43.3563493 -22.8868408, -43.3566175 -22.8867814999999, -43.3567838 -22.8869099999999, -43.3570412999999 -22.8868555999999, -43.3573630999999 -22.8868507, -43.3576421 -22.8868704999999, -43.358039 -22.8870484, -43.3580605 -22.8871718999999, -43.3578459 -22.8873449, -43.3575402 -22.8872064999999, -43.35739 -22.8874685, -43.3575347999999 -22.8875772, -43.3577816 -22.8875327, -43.3577708 -22.8876562999999, -43.3576366999999 -22.8877798, -43.3578727999999 -22.8877995999999, -43.3578352 -22.8879873999999, -43.3577225 -22.8881795, -43.3572450999999 -22.8886348))"
MORRO DO ANDARAI,CV,"POLYGON((-43.2592433 -22.9311213999999, -43.2594364999999 -22.9320898, -43.2593934999999 -22.9328801999999, -43.2603806 -22.934224, -43.2608097 -22.9346588, -43.261432 -22.9360025, -43.2610458 -22.9365361, -43.2602517999999 -22.9365162999999, -43.2598871 -22.9368719999999, -43.259651 -22.9365559, -43.2595223 -22.9361013, -43.2588355999999 -22.9358445, -43.2586853999999 -22.9356073, -43.2587713 -22.9350737999999, -43.2581061 -22.9352120999999, -43.2573336 -22.9352911, -43.2565182 -22.9347576, -43.256368 -22.9343426, -43.2556599 -22.9342437999999, -43.2552092999999 -22.9332358999999, -43.2543295 -22.9326431, -43.2540291 -22.9324455, -43.2543939 -22.9320107, -43.2547800999999 -22.9316944999999, -43.2551127 -22.9314277, -43.2552307 -22.9317735999999, -43.2558744999999 -22.9314673, -43.2564753 -22.9312399999999, -43.2567756999999 -22.9310225999999, -43.2570439 -22.9308942, -43.2574408999999 -22.9308349, -43.2577735 -22.9306569999999, -43.2584711 -22.9302812, -43.2592433 -22.9311213999999))"
MORRO DAS TORRES,CV,"POLYGON((-43.3804979999999 -22.8215539999999, -43.381989 -22.820308, -43.382751 -22.821069, -43.3835119999999 -22.820189, -43.38377 -22.820614, -43.3817319999999 -22.823324, -43.3804979999999 -22.8215539999999))"
CACHOPA ROCINHA,CV,"POLYGON((-43.252147 -22.9886769999999, -43.251705 -22.98927, -43.251158 -22.989359, -43.2508789999999 -22.9890629999999, -43.2506549999999 -22.988978, -43.2499079999999 -22.988982, -43.249479 -22.9889219999999, -43.249273 -22.988779, -43.249498 -22.988483, -43.249713 -22.9881619999999, -43.249949 -22.9878459999999, -43.2500879999999 -22.9875539999999, -43.2503879999999 -22.9872379999999, -43.250847 -22.9873529999999, -43.2512809999999 -22.986995, -43.251409 -22.986936, -43.251862 -22.9868969999999, -43.251968 -22.9867679999999, -43.2521829999999 -22.9867679999999, -43.252649 -22.9867179999999, -43.253094 -22.986511, -43.254135 -22.9864969999999, -43.254972 -22.987434, -43.2538509999999 -22.9877089999999, -43.253902 -22.9873479999999, -43.253552 -22.987094, -43.2530669999999 -22.987088, -43.2527699999999 -22.9873529999999, -43.2525679999999 -22.987355, -43.2524559999999 -22.9876859999999, -43.252236 -22.987898, -43.252247 -22.988153, -43.25229 -22.988419, -43.252236 -22.9886519999999, -43.252147 -22.9886769999999))"
